,,,,,,
,Sales ID,Date,Product Name,Total Revenue,Sales Location,Sales Medium
,AT-874,03/Mar/18,Nestle Drumstick,$837.09 ,Australian Capital Territory,Direct
,AT-2989,17/Jun/18,Nestle Drumstick,$498.27 ,Australian Capital Territory,Direct
,AT-6445,21/Oct/18,Nestle Drumstick,$498.27 ,Australian Capital Territory,Direct
,AT-7432,24/Nov/18,Nestle Drumstick,$697.58 ,Australian Capital Territory,Direct
,AT-8695,12/Mar/19,Nestle Drumstick,"$3,188.92 ",Australian Capital Territory,Direct
,AT-11035,01/Jul/19,Nestle Drumstick,"$2,491.34 ",Australian Capital Territory,Direct
,AT-11953,03/Aug/19,Nestle Drumstick,"$3,188.92 ",Australian Capital Territory,Direct
,AT-13033,12/Sep/19,Nestle Drumstick,"$3,188.92 ",Australian Capital Territory,Direct
,AT-15936,15/Feb/20,Nestle Drumstick,$597.92 ,Australian Capital Territory,Direct
,AT-16516,21/Mar/20,Nestle Drumstick,$298.96 ,Australian Capital Territory,Direct
,AT-16836,08/Apr/20,Nestle Drumstick,$498.27 ,Australian Capital Territory,Direct
,AT-17293,02/May/20,Nestle Drumstick,$398.62 ,Australian Capital Territory,Direct
,AT-19837,11/Aug/20,Nestle Drumstick,$199.31 ,Australian Capital Territory,Direct
,AT-20593,08/Sep/20,Nestle Drumstick,"$1,195.85 ",Australian Capital Territory,Direct
,AT-351,30/Jan/18,Nestle Drumstick,$878.94 ,Australian Capital Territory,Direct
,AT-1841,26/Apr/18,Nestle Drumstick,$878.94 ,Australian Capital Territory,Direct
,AT-2096,09/May/18,Nestle Drumstick,"$3,339.96 ",Australian Capital Territory,Direct
,AT-3960,22/Jul/18,Nestle Drumstick,$527.36 ,Australian Capital Territory,Direct
,AT-4716,19/Aug/18,Nestle Drumstick,$527.36 ,Australian Capital Territory,Direct
,AT-8478,28/Feb/19,Nestle Drumstick,"$2,192.38 ",Australian Capital Territory,Direct
,AT-9452,23/Apr/19,Nestle Drumstick,"$1,305.85 ",Australian Capital Territory,Direct
,AT-10064,24/May/19,Nestle Drumstick,"$3,139.06 ",Australian Capital Territory,Direct
,AT-11844,30/Jul/19,Nestle Drumstick,"$3,139.06 ",Australian Capital Territory,Direct
,AT-12762,02/Sep/19,Nestle Drumstick,$200.90 ,Australian Capital Territory,Direct
,AT-13680,05/Oct/19,Nestle Drumstick,"$4,018.00 ",Australian Capital Territory,Direct
,AT-14799,14/Nov/19,Nestle Drumstick,"$3,641.31 ",Australian Capital Territory,Direct
,AT-18432,21/Jun/20,Nestle Drumstick,$502.25 ,Australian Capital Territory,Direct
,AT-21591,14/Oct/20,Nestle Drumstick,"$1,506.75 ",Australian Capital Territory,Direct
,AT-22377,11/Nov/20,Nestle Drumstick,"$2,762.38 ",Australian Capital Territory,Direct
,AT-819,28/Feb/18,Smarties,"$1,345.42 ",Australian Capital Territory,Direct
,AT-1269,26/Mar/18,Smarties,"$2,915.07 ",Australian Capital Territory,Direct
,AT-1675,17/Apr/18,Nes Cau,"$1,793.89 ",Australian Capital Territory,Direct
,AT-2061,07/May/18,Nes Cau,"$4,484.73 ",Australian Capital Territory,Direct
,AT-2576,01/Jun/18,Nes Cau,$326.16 ,Australian Capital Territory,Online
,AT-3656,10/Jul/18,Smarties,$547.94 ,Australian Capital Territory,Online
,AT-4667,17/Aug/18,Smarties,"$1,793.89 ",Australian Capital Territory,Direct
,AT-5423,14/Sep/18,Nes Cau,"$6,278.62 ",Australian Capital Territory,Direct
,AT-5897,01/Oct/18,Nes Cau,$717.54 ,Australian Capital Territory,Online
,AT-6653,28/Oct/18,Smarties,$547.94 ,Australian Capital Territory,Online
,AT-6791,02/Nov/18,Nes Cau,$326.16 ,Australian Capital Territory,Online
,AT-7856,16/Jan/19,Nes Cau,"$2,306.43 ",Australian Capital Territory,Direct
,AT-9514,26/Apr/19,Smarties,$384.41 ,Australian Capital Territory,Direct
,AT-9909,16/May/19,Nes Cau,"$1,537.62 ",Australian Capital Territory,Direct
,AT-10460,09/Jun/19,Nes Cau,"$1,630.78 ",Australian Capital Territory,Online
,AT-11216,06/Jul/19,Nescafe,"$1,630.78 ",Australian Capital Territory,Online
,AT-13496,29/Sep/19,Smarties,"$3,844.05 ",Australian Capital Territory,Direct
,AT-12576,26/Aug/19,Nescafe,"$1,494.26 ",Australian Capital Territory,Direct
,AT-15488,13/Jan/20,Smarties,"$2,082.19 ",Australian Capital Territory,Direct
,AT-18371,18/Jun/20,Smarties,$391.39 ,Australian Capital Territory,Online
,AT-2889,13/Jun/18,Nescafe,"$1,358.37 ",Australian Capital Territory,Direct
,AT-15030,21/Nov/19,Nescafe,"$1,354.85 ",Australian Capital Territory,Direct
,AT-21287,02/Oct/20,Smarties,$782.78 ,Australian Capital Territory,Online
,AT-309,26/Jan/18,Nesquik Duo,"$1,744.16 ",Australian Capital Territory,Direct
,AT-2940,15/Jun/18,Nesquik Duo,"$6,492.13 ",Australian Capital Territory,Direct
,AT-3696,12/Jul/18,Nesquik Duo,"$1,799.53 ",Australian Capital Territory,Direct
,AT-7197,16/Nov/18,Nesquik Duo,"$1,453.46 ",Australian Capital Territory,Direct
,AT-8161,08/Feb/19,Nesquik Duo,"$3,045.35 ",Australian Capital Territory,Direct
,AT-10110,26/May/19,Nesquik Duo,"$3,460.63 ",Australian Capital Territory,Direct
,AT-10824,23/Jun/19,Nesquik Duo,"$11,627.70 ",Australian Capital Territory,Direct
,AT-11742,26/Jul/19,Nesquik Duo,"$3,100.72 ",Australian Capital Territory,Direct
,AT-13740,07/Oct/19,Nesquik Duo,"$5,315.52 ",Australian Capital Territory,Direct
,AT-15973,17/Feb/20,Nesquik Duo,$830.55 ,Australian Capital Territory,Direct
,AT-16784,05/Apr/20,Nesquik Duo,"$4,844.88 ",Australian Capital Territory,Direct
,AT-17718,23/May/20,Nesquik Duo,"$3,460.63 ",Australian Capital Territory,Direct
,AT-20544,06/Sep/20,Nesquik Duo,"$3,875.90 ",Australian Capital Territory,Direct
,AT-21327,04/Oct/20,Nesquik Duo,"$4,844.88 ",Australian Capital Territory,Direct
,AT-7195,16/Nov/18,Nescafe,"$1,226.23 ",Australian Capital Territory,Online
,AT-7735,06/Jan/19,Nescafe,"$1,210.30 ",Australian Capital Territory,Online
,AT-18817,04/Jul/20,Nescafe,"$1,200.50 ",Australian Capital Territory,Online
,AT-21118,27/Sep/20,Nescafe,"$1,176.00 ",Australian Capital Territory,Direct
,AT-18642,28/Jun/20,Nescafe,"$1,161.30 ",Australian Capital Territory,Direct
,AT-10773,21/Jun/19,Nescafe,"$1,108.87 ",Australian Capital Territory,Direct
,AT-18684,30/Jun/20,Nescafe,"$1,108.87 ",Australian Capital Territory,Direct
,AT-8531,02/Mar/19,Nescafe,"$1,097.60 ",Australian Capital Territory,Online
,AT-4221,31/Jul/18,Nescafe,$995.31 ,Australian Capital Territory,Online
,AT-745,24/Feb/18,Nescafe,$977.55 ,Australian Capital Territory,Online
,AT-216,18/Jan/18,Nescafe,$970.26 ,Australian Capital Territory,Direct
,AT-1645,15/Apr/18,Maggi,$411.60 ,Australian Capital Territory,Direct
,AT-4405,07/Aug/18,Milo,"$1,078.00 ",Australian Capital Territory,Direct
,AT-5323,10/Sep/18,Milo,"$1,078.00 ",Australian Capital Territory,Direct
,AT-6403,19/Oct/18,Milo,$490.00 ,Australian Capital Territory,Direct
,AT-9484,24/Apr/19,Nes Cau,"$3,136.00 ",Australian Capital Territory,Direct
,AT-13234,19/Sep/19,Nes Cau,"$3,136.00 ",Australian Capital Territory,Direct
,AT-13990,16/Oct/19,Nes Cau,"$2,842.00 ",Australian Capital Territory,Direct
,AT-16494,19/Mar/20,Nes Cau,"$2,646.00 ",Australian Capital Territory,Direct
,AT-22063,31/Oct/20,Smarties,"$1,176.00 ",Australian Capital Territory,Direct
,AT-20866,18/Sep/20,Nescafe,$955.50 ,Australian Capital Territory,Online
,AT-6030,05/Oct/18,Smarties,$643.13 ,Australian Capital Territory,Online
,AT-7149,14/Nov/18,Smarties,$382.81 ,Australian Capital Territory,Online
,AT-10782,21/Jun/19,Smarties,$367.50 ,Australian Capital Territory,Online
,AT-5425,14/Sep/18,Nescafe,$943.25 ,Australian Capital Territory,Online
,AT-14305,28/Oct/19,Nescafe,$917.28 ,Australian Capital Territory,Online
,AT-17875,31/May/20,Nescafe,$914.25 ,Australian Capital Territory,Direct
,AT-2098,09/May/18,Nescafe,$854.07 ,Australian Capital Territory,Online
,AT-5112,02/Sep/18,Nescafe,$842.19 ,Australian Capital Territory,Online
,AT-4718,19/Aug/18,Nescafe,$823.20 ,Australian Capital Territory,Online
,AT-6716,31/Oct/18,Nescafe,$823.20 ,Australian Capital Territory,Online
,AT-914,05/Mar/18,Nescafe,$780.33 ,Australian Capital Territory,Online
,AT-15490,13/Jan/20,Nescafe,$771.75 ,Australian Capital Territory,Online
,AT-1653,16/Apr/18,Nescafe,$720.30 ,Australian Capital Territory,Online
,AT-19139,16/Jul/20,Nescafe,$704.74 ,Australian Capital Territory,Direct
,AT-21540,12/Oct/20,Nescafe,$688.14 ,Australian Capital Territory,Direct
,AT-12013,05/Aug/19,Nescafe,$686.00 ,Australian Capital Territory,Online
,AT-4926,26/Aug/18,Nescafe,$677.43 ,Australian Capital Territory,Direct
,AT-2299,19/May/18,Nescafe,$674.38 ,Australian Capital Territory,Direct
,AT-14303,28/Oct/19,Nescafe,$623.28 ,Australian Capital Territory,Online
,AT-12972,09/Sep/19,Nescafe,$619.36 ,Australian Capital Territory,Direct
,AT-5636,22/Sep/18,Nescafe,$617.40 ,Australian Capital Territory,Online
,AT-15907,13/Feb/20,Nescafe,$605.15 ,Australian Capital Territory,Online
,AT-8228,12/Feb/19,Nescafe,$598.79 ,Australian Capital Territory,Direct
,AT-18110,09/Jun/20,Nescafe,$595.35 ,Australian Capital Territory,Online
,AT-7733,06/Jan/19,Nescafe,$588.00 ,Australian Capital Territory,Online
,AT-7140,14/Nov/18,Nescafe,$582.16 ,Australian Capital Territory,Direct
,AT-16994,16/Apr/20,Nescafe,$514.50 ,Australian Capital Territory,Online
,AT-11793,28/Jul/19,Nescafe,$471.87 ,Australian Capital Territory,Direct
,AT-14729,11/Nov/19,Nescafe,$456.62 ,Australian Capital Territory,Online
,AT-7498,26/Nov/18,Nescafe,$428.75 ,Australian Capital Territory,Online
,AT-6394,19/Oct/18,Nescafe,$398.13 ,Australian Capital Territory,Online
,AT-16485,19/Mar/20,Nescafe,$332.50 ,Australian Capital Territory,Online
,AT-16040,21/Feb/20,Nescafe,$277.22 ,Australian Capital Territory,Direct
,AT-19575,01/Aug/20,Nescafe,$277.22 ,Australian Capital Territory,Direct
,AT-16454,17/Mar/20,Nescafe,$257.25 ,Australian Capital Territory,Online
,AT-16744,03/Apr/20,Nescafe,$238.88 ,Australian Capital Territory,Online
,AT-6343,17/Oct/18,Nescafe,$180.08 ,Australian Capital Territory,Online
,AT-19573,01/Aug/20,Nescafe,$171.50 ,Australian Capital Territory,Online
,AT-19289,21/Jul/20,Nescafe,$130.46 ,Australian Capital Territory,Online
,AT-20369,30/Aug/20,Nescafe,$130.46 ,Australian Capital Territory,Online
,AT-3018,18/Jun/18,Nescafe,$292.46 ,Australian Capital Territory,Direct
,AT-13917,13/Oct/19,Nescafe,$280.65 ,Australian Capital Territory,Direct
,AT-15593,22/Jan/20,Nescafe,$275.63 ,Australian Capital Territory,Online
,AT-10849,24/Jun/19,Nescafe,$270.73 ,Australian Capital Territory,Online
,AT-9927,17/May/19,Nescafe,$239.87 ,Australian Capital Territory,Direct
,AT-14332,29/Oct/19,Nescafe,$216.58 ,Australian Capital Territory,Online
,AT-22638,19/Nov/20,Nescafe,$212.91 ,Australian Capital Territory,Direct
,AT-15923,14/Feb/20,Nescafe,$207.03 ,Australian Capital Territory,Online
,AT-15108,24/Nov/19,Nescafe,$200.98 ,Australian Capital Territory,Direct
,AT-12603,27/Aug/19,Nescafe,$196.61 ,Australian Capital Territory,Direct
,AT-16825,07/Apr/20,Nescafe,$194.05 ,Australian Capital Territory,Direct
,AT-8110,05/Feb/19,Nescafe,$192.68 ,Australian Capital Territory,Direct
,AT-14414,01/Nov/19,Nescafe,$192.20 ,Australian Capital Territory,Direct
,AT-2916,14/Jun/18,Nescafe,$184.35 ,Australian Capital Territory,Direct
,AT-22710,22/Nov/20,Nescafe,$181.87 ,Australian Capital Territory,Direct
,AT-8681,11/Mar/19,Nescafe,$181.55 ,Australian Capital Territory,Online
,AT-3289,28/Jun/18,Nescafe,$178.36 ,Australian Capital Territory,Online
,AT-11306,10/Jul/19,Nescafe,$176.40 ,Australian Capital Territory,Online
,AT-20520,05/Sep/20,Nescafe,$159.40 ,Australian Capital Territory,Direct
,AT-7747,07/Jan/19,Nescafe,"$3,057.60 ",Australian Capital Territory,Online
,AT-16178,01/Mar/20,Nescafe,"$2,949.19 ",Australian Capital Territory,Direct
,AT-9152,07/Apr/19,Nescafe,"$2,802.80 ",Australian Capital Territory,Online
,AT-16763,04/Apr/20,Nescafe,"$2,548.00 ",Australian Capital Territory,Online
,AT-12738,01/Sep/19,Nescafe,$13.21 ,Australian Capital Territory,Direct
,AT-4197,30/Jul/18,Nescafe,$12.81 ,Australian Capital Territory,Direct
,AT-14281,27/Oct/19,Nescafe,$12.73 ,Australian Capital Territory,Online
,AT-15106,24/Nov/19,Nescafe,$12.42 ,Australian Capital Territory,Online
,AT-2319,20/May/18,Nescafe,$12.29 ,Australian Capital Territory,Direct
,AT-113,10/Jan/18,Nescafe,$12.21 ,Australian Capital Territory,Online
,AT-9511,26/Apr/19,Nescafe,$11.94 ,Australian Capital Territory,Online
,AT-1672,17/Apr/18,Nescafe,$12.78 ,Australian Capital Territory,Online
,AT-21627,15/Oct/20,Nescafe,$12.47 ,Australian Capital Territory,Direct
,AT-3996,23/Jul/18,Nescafe,$12.10 ,Australian Capital Territory,Direct
,AT-4953,27/Aug/18,Nescafe,$11.80 ,Australian Capital Territory,Direct
,AT-5088,01/Sep/18,Nescafe,$11.78 ,Australian Capital Territory,Direct
,AT-3936,21/Jul/18,Nescafe,"$2,064.43 ",Australian Capital Territory,Direct
,AT-8548,03/Mar/19,Nescafe,"$1,989.40 ",Australian Capital Territory,Online
,AT-342,29/Jan/18,Nescafe,"$1,926.80 ",Australian Capital Territory,Direct
,AT-19166,17/Jul/20,Nescafe,"$1,922.03 ",Australian Capital Territory,Direct
,AT-8244,13/Feb/19,Nescafe,"$1,774.19 ",Australian Capital Territory,Direct
,AT-8303,17/Feb/19,Nescafe,"$1,751.75 ",Australian Capital Territory,Online
,AT-10226,01/Jun/19,Nescafe,"$1,705.20 ",Australian Capital Territory,Online
,AT-761,25/Feb/18,Nescafe,"$1,697.85 ",Australian Capital Territory,Online
,AT-16056,22/Feb/20,Nescafe,"$1,663.31 ",Australian Capital Territory,Direct
,AT-4955,27/Aug/18,Maggi,$811.87 ,Australian Capital Territory,Online
,AT-5873,30/Sep/18,Maggi,$516.64 ,Australian Capital Territory,Online
,AT-6764,01/Nov/18,Maggi,$309.99 ,Australian Capital Territory,Online
,AT-10436,08/Jun/19,Maggi,"$1,845.16 ",Australian Capital Territory,Online
,AT-11543,18/Jul/19,Maggi,"$2,361.80 ",Australian Capital Territory,Online
,AT-14702,10/Nov/19,Maggi,$516.64 ,Australian Capital Territory,Online
,AT-18347,17/Jun/20,Maggi,$442.84 ,Australian Capital Territory,Online
,AT-19103,14/Jul/20,Maggi,$147.61 ,Australian Capital Territory,Online
,AT-22640,19/Nov/20,Maggi,"$1,623.74 ",Australian Capital Territory,Online
,AT-595,14/Feb/18,Maggi,$696.72 ,Australian Capital Territory,Direct
,AT-2508,29/May/18,Maggi,$836.06 ,Australian Capital Territory,Direct
,AT-2703,06/Jun/18,Maggi,$497.66 ,Australian Capital Territory,Direct
,AT-6159,10/Oct/18,Maggi,$497.66 ,Australian Capital Territory,Direct
,AT-7113,13/Nov/18,Maggi,$497.66 ,Australian Capital Territory,Direct
,AT-8215,11/Feb/19,Maggi,"$3,185.00 ",Australian Capital Territory,Direct
,AT-8519,01/Mar/19,Maggi,"$3,185.00 ",Australian Capital Territory,Direct
,AT-10749,20/Jun/19,Maggi,"$2,488.28 ",Australian Capital Territory,Direct
,AT-11829,29/Jul/19,Maggi,"$2,488.28 ",Australian Capital Territory,Direct
,AT-12747,01/Sep/19,Maggi,"$3,185.00 ",Australian Capital Territory,Direct
,AT-15051,22/Nov/19,Maggi,"$2,886.41 ",Australian Capital Territory,Direct
,AT-16123,26/Feb/20,Maggi,"$2,985.94 ",Australian Capital Territory,Direct
,AT-16340,10/Mar/20,Maggi,$298.59 ,Australian Capital Territory,Direct
,AT-16847,08/Apr/20,Maggi,$298.59 ,Australian Capital Territory,Direct
,AT-18660,29/Jun/20,Maggi,$398.13 ,Australian Capital Territory,Direct
,AT-19416,26/Jul/20,Maggi,$597.19 ,Australian Capital Territory,Direct
,AT-22989,01/Dec/20,Maggi,"$2,189.69 ",Australian Capital Territory,Direct
,AT-1642,15/Apr/18,Kit Kat,$483.50 ,Australian Capital Territory,Online
,AT-2506,29/May/18,Kit Kat,"$1,208.75 ",Australian Capital Territory,Online
,AT-5401,13/Sep/18,Kit Kat,$422.10 ,Australian Capital Territory,Online
,AT-6157,10/Oct/18,Kit Kat,$295.47 ,Australian Capital Territory,Online
,AT-8721,13/Mar/19,Kit Kat,$736.76 ,Australian Capital Territory,Online
,AT-13312,22/Sep/19,Kit Kat,$736.76 ,Australian Capital Territory,Online
,AT-14230,25/Oct/19,Kit Kat,$92.10 ,Australian Capital Territory,Online
,AT-16338,10/Mar/20,Kit Kat,$230.24 ,Australian Capital Territory,Online
,AT-17322,03/May/20,Kit Kat,"$1,880.28 ",Australian Capital Territory,Online
,AT-18793,03/Jul/20,Kit Kat,"$1,304.69 ",Australian Capital Territory,Online
,AT-19873,12/Aug/20,Kit Kat,$460.48 ,Australian Capital Territory,Online
,AT-22987,01/Dec/20,Kit Kat,$844.21 ,Australian Capital Territory,Online
,AT-361,31/Jan/18,Kit Kat,$823.20 ,Australian Capital Territory,Direct
,AT-922,06/Mar/18,Kit Kat,$514.50 ,Australian Capital Territory,Online
,AT-3229,26/Jun/18,Kit Kat,$388.94 ,Australian Capital Territory,Online
,AT-5200,06/Sep/18,Kit Kat,$871.22 ,Australian Capital Territory,Online
,AT-7519,27/Nov/18,Kit Kat,$222.95 ,Australian Capital Territory,Online
,AT-8073,03/Feb/19,Kit Kat,"$1,176.00 ",Australian Capital Territory,Direct
,AT-8743,15/Mar/19,Kit Kat,"$2,998.80 ",Australian Capital Territory,Online
,AT-11869,31/Jul/19,Kit Kat,"$1,944.69 ",Australian Capital Territory,Online
,AT-12031,06/Aug/19,Kit Kat,"$1,866.90 ",Australian Capital Territory,Online
,AT-12787,03/Sep/19,Kit Kat,$373.38 ,Australian Capital Territory,Online
,AT-15385,05/Jan/20,Kit Kat,$537.22 ,Australian Capital Territory,Online
,AT-15885,12/Feb/20,Kit Kat,"$1,470.00 ",Australian Capital Territory,Direct
,AT-16833,08/Apr/20,Kit Kat,$996.54 ,Australian Capital Territory,Direct
,AT-17350,05/May/20,Kit Kat,"$1,127.00 ",Australian Capital Territory,Online
,AT-19915,14/Aug/20,Kit Kat,$155.58 ,Australian Capital Territory,Online
,AT-20833,17/Sep/20,Kit Kat,"$1,633.54 ",Australian Capital Territory,Online
,AT-21940,27/Oct/20,Kit Kat,$933.45 ,Australian Capital Territory,Online
,AT-2491,17/Feb/18,Nescafe Gold,$367.50 ,Australian Capital Territory,Online
,AT-2976,17/Feb/18,Nescafe Gold,$926.10 ,Australian Capital Territory,Online
,AT-6108,08/Oct/18,Nescafe Gold,$771.75 ,Australian Capital Territory,Online
,AT-6876,05/Nov/18,Nescafe Gold,$540.23 ,Australian Capital Territory,Online
,AT-9144,06/Apr/19,Nescafe Gold,"$2,352.00 ",Australian Capital Territory,Online
,AT-10536,12/Jun/19,Nescafe Gold,"$2,293.20 ",Australian Capital Territory,Online
,AT-14019,17/Oct/19,Nescafe Gold,"$2,028.60 ",Australian Capital Territory,Online
,AT-14994,20/Nov/19,Nescafe Gold,"$1,065.75 ",Australian Capital Territory,Online
,AT-16755,03/Apr/20,Nescafe Gold,$220.50 ,Australian Capital Territory,Online
,AT-18609,27/Jun/20,Nescafe Gold,"$1,396.50 ",Australian Capital Territory,Online
,AT-20580,07/Sep/20,Nescafe Gold,$882.00 ,Australian Capital Territory,Online
,AT-22932,29/Nov/20,Nescafe Gold,$771.75 ,Australian Capital Territory,Online
,AT-2654,04/Jun/18,Nescafe Gold,$498.27 ,Australian Capital Territory,Direct
,AT-3410,01/Jul/18,Nescafe Gold,"$1,295.50 ",Australian Capital Territory,Direct
,AT-6878,05/Nov/18,Nescafe Gold,$498.27 ,Australian Capital Territory,Direct
,AT-10538,12/Jun/19,Nescafe Gold,"$2,491.34 ",Australian Capital Territory,Direct
,AT-11456,15/Jul/19,Nescafe Gold,$933.90 ,Australian Capital Territory,Direct
,AT-12563,25/Aug/19,Nescafe Gold,"$3,188.92 ",Australian Capital Territory,Direct
,AT-19367,24/Jul/20,Nescafe Gold,$199.31 ,Australian Capital Territory,Direct
,AT-20123,21/Aug/20,Nescafe Gold,$199.31 ,Australian Capital Territory,Direct
,AT-402,02/Feb/18,Nes Cau,$782.47 ,Australian Capital Territory,Direct
,AT-1224,23/Mar/18,Nes Cau,$782.47 ,Australian Capital Territory,Direct
,AT-1852,26/Apr/18,Nes Cau,"$1,114.62 ",Australian Capital Territory,Direct
,AT-3674,11/Jul/18,Nes Cau,"$1,251.95 ",Australian Capital Territory,Direct
,AT-4430,08/Aug/18,Nes Cau,"$1,229.59 ",Australian Capital Territory,Direct
,AT-9463,23/Apr/19,Nes Cau,"$1,047.55 ",Australian Capital Territory,Direct
,AT-9855,13/May/19,Nes Cau,"$3,129.88 ",Australian Capital Territory,Direct
,AT-11558,19/Jul/19,Nes Cau,"$1,788.50 ",Australian Capital Territory,Direct
,AT-12503,23/Aug/19,Nes Cau,"$3,577.00 ",Australian Capital Territory,Direct
,AT-14480,03/Nov/19,Milo,"$5,812.63 ",Australian Capital Territory,Direct
,AT-17703,22/May/20,Milo,"$2,235.63 ",Australian Capital Territory,Direct
,AT-18146,10/Jun/20,Milo,"$1,788.50 ",Australian Capital Territory,Direct
,AT-20387,31/Aug/20,Milo,$558.91 ,Australian Capital Territory,Direct
,AT-21143,28/Sep/20,Milo,"$1,117.81 ",Australian Capital Territory,Direct
,AT-21305,03/Oct/20,Milo,"$1,341.38 ",Australian Capital Territory,Direct
,AT-694,21/Feb/18,Milo,"$1,331.27 ",Australian Capital Territory,Direct
,AT-1650,16/Apr/18,Milo,"$1,065.02 ",Australian Capital Territory,Direct
,AT-3473,04/Jul/18,Milo,"$4,526.31 ",Australian Capital Territory,Direct
,AT-5714,25/Sep/18,Milo,"$2,795.66 ",Australian Capital Territory,Direct
,AT-6470,22/Oct/18,Milo,"$3,993.81 ",Australian Capital Territory,Direct
,AT-7838,15/Jan/19,Milo,"$5,020.79 ",Australian Capital Territory,Direct
,AT-8914,25/Mar/19,Milo,"$5,781.51 ",Australian Capital Territory,Direct
,AT-10277,03/Jun/19,Milo,"$6,237.95 ",Australian Capital Territory,Direct
,AT-14528,05/Nov/19,Milo,"$2,434.32 ",Australian Capital Territory,Direct
,AT-15614,24/Jan/20,Milo,"$6,846.53 ",Australian Capital Territory,Direct
,AT-16531,22/Mar/20,Milo,$570.54 ,Australian Capital Territory,Direct
,AT-17551,15/May/20,Milo,"$8,938.52 ",Australian Capital Territory,Direct
,AT-18188,12/Jun/20,Milo,"$8,938.52 ",Australian Capital Territory,Direct
,AT-19106,15/Jul/20,Milo,"$6,275.98 ",Australian Capital Territory,Direct
,AT-20186,24/Aug/20,Milo,"$6,085.80 ",Australian Capital Territory,Direct
,AT-424,04/Feb/18,Nestle Drumstick,"$1,464.91 ",Australian Capital Territory,Direct
,AT-891,04/Mar/18,Nestle Drumstick,$697.58 ,Australian Capital Territory,Direct
,AT-3016,18/Jun/18,Nestle Drumstick,$498.27 ,Australian Capital Territory,Direct
,AT-6472,22/Oct/18,Nestle Drumstick,$498.27 ,Australian Capital Territory,Direct
,AT-7462,25/Nov/18,Nestle Drumstick,"$1,395.15 ",Australian Capital Territory,Direct
,AT-8044,01/Feb/19,Nestle Drumstick,"$2,192.38 ",Australian Capital Territory,Direct
,AT-8712,13/Mar/19,Nestle Drumstick,"$3,188.92 ",Australian Capital Territory,Direct
,AT-11980,04/Aug/19,Nestle Drumstick,"$3,188.92 ",Australian Capital Territory,Direct
,AT-13060,13/Sep/19,Nestle Drumstick,"$3,188.92 ",Australian Capital Territory,Direct
,AT-15952,16/Feb/20,Nestle Drumstick,"$2,092.73 ",Australian Capital Territory,Direct
,AT-16533,22/Mar/20,Nestle Drumstick,$298.96 ,Australian Capital Territory,Direct
,AT-16855,09/Apr/20,Nestle Drumstick,$597.92 ,Australian Capital Territory,Direct
,AT-17313,03/May/20,Nestle Drumstick,"$2,790.31 ",Australian Capital Territory,Direct
,AT-19864,12/Aug/20,Nestle Drumstick,$199.31 ,Australian Capital Territory,Direct
,AT-20620,09/Sep/20,Nestle Drumstick,"$1,195.85 ",Australian Capital Territory,Direct
,AT-363,31/Jan/18,Nestle Drumstick,$878.94 ,Australian Capital Territory,Direct
,AT-1860,27/Apr/18,Nestle Drumstick,$527.36 ,Australian Capital Territory,Direct
,AT-2116,10/May/18,Nestle Drumstick,$878.94 ,Australian Capital Territory,Direct
,AT-3987,23/Jul/18,Nestle Drumstick,"$1,406.30 ",Australian Capital Territory,Direct
,AT-4743,20/Aug/18,Nestle Drumstick,$527.36 ,Australian Capital Territory,Direct
,AT-9471,24/Apr/19,Nestle Drumstick,"$4,018.00 ",Australian Capital Territory,Direct
,AT-10084,25/May/19,Nestle Drumstick,"$3,139.06 ",Australian Capital Territory,Direct
,AT-11871,31/Jul/19,Nestle Drumstick,"$3,139.06 ",Australian Capital Territory,Direct
,AT-12789,03/Sep/19,Nestle Drumstick,"$4,018.00 ",Australian Capital Territory,Direct
,AT-13707,06/Oct/19,Nestle Drumstick,"$4,018.00 ",Australian Capital Territory,Direct
,AT-14829,15/Nov/19,Nestle Drumstick,"$3,641.31 ",Australian Capital Territory,Direct
,AT-18459,22/Jun/20,Nestle Drumstick,$502.25 ,Australian Capital Territory,Direct
,AT-21618,15/Oct/20,Nestle Drumstick,"$1,506.75 ",Australian Capital Territory,Direct
,AT-22407,12/Nov/20,Nestle Drumstick,"$2,762.38 ",Australian Capital Territory,Direct
,AT-820,28/Feb/18,Smarties,"$5,038.67 ",Australian Capital Territory,Direct
,AT-1286,27/Mar/18,Smarties,"$1,121.18 ",Australian Capital Territory,Direct
,AT-1694,18/Apr/18,Nes Cau,"$2,130.24 ",Australian Capital Territory,Direct
,AT-2081,08/May/18,Nes Cau,$800.84 ,Australian Capital Territory,Direct
,AT-2603,02/Jun/18,Smarties,$326.16 ,Australian Capital Territory,Online
,AT-3683,11/Jul/18,Smarties,$848.01 ,Australian Capital Territory,Online
,AT-4694,18/Aug/18,Smarties,"$7,736.15 ",Australian Capital Territory,Direct
,AT-5450,15/Sep/18,Nes Cau,"$4,708.96 ",Australian Capital Territory,Direct
,AT-6680,29/Oct/18,Smarties,$326.16 ,Australian Capital Territory,Online
,AT-6821,03/Nov/18,Nes Cau,$326.16 ,Australian Capital Territory,Online
,AT-7868,17/Jan/19,Nes Cau,$768.81 ,Australian Capital Territory,Direct
,AT-9533,27/Apr/19,Smarties,"$8,969.45 ",Australian Capital Territory,Direct
,AT-9929,17/May/19,Nes Cau,"$6,278.62 ",Australian Capital Territory,Direct
